Version;Date_of_report;Date_of_statistics;Security_region_code;Security_region_name;Tested_with_result;Tested_positive
4;2022-09-02 09:00:00;2020-11-04;VR05;Twente;1386;224
4;2022-09-02 09:00:00;2020-11-05;VR05;Twente;1416;220
4;2022-09-02 09:00:00;2020-11-06;VR05;Twente;1208;173
4;2022-09-02 09:00:00;2020-11-07;VR05;Twente;972;179
4;2022-09-02 09:00:00;2020-11-08;VR05;Twente;797;154
4;2022-09-02 09:00:00;2020-11-09;VR05;Twente;1341;221
4;2022-09-02 09:00:00;2020-11-10;VR05;Twente;1221;187
4;2022-09-02 09:00:00;2020-11-11;VR05;Twente;1241;203
4;2022-09-02 09:00:00;2020-11-12;VR05;Twente;1255;235
4;2022-09-02 09:00:00;2020-11-13;VR05;Twente;1105;186
4;2022-09-02 09:00:00;2020-11-14;VR05;Twente;897;176
4;2022-09-02 09:00:00;2020-11-15;VR05;Twente;675;159
4;2022-09-02 09:00:00;2020-11-16;VR05;Twente;1290;179
4;2022-09-02 09:00:00;2020-11-17;VR05;Twente;1385;216
4;2022-09-02 09:00:00;2020-11-18;VR05;Twente;1372;205
4;2022-09-02 09:00:00;2020-11-19;VR05;Twente;1349;208
4;2022-09-02 09:00:00;2020-11-20;VR05;Twente;1247;182
4;2022-09-02 09:00:00;2020-11-21;VR05;Twente;997;165
4;2022-09-02 09:00:00;2020-11-22;VR05;Twente;877;148
4;2022-09-02 09:00:00;2020-11-23;VR05;Twente;1463;200
4;2022-09-02 09:00:00;2020-11-24;VR05;Twente;1495;218
4;2022-09-02 09:00:00;2020-11-25;VR05;Twente;1432;214
4;2022-09-02 09:00:00;2020-11-26;VR05;Twente;1349;164
4;2022-09-02 09:00:00;2020-11-27;VR05;Twente;1211;179
4;2022-09-02 09:00:00;2020-11-28;VR05;Twente;958;144
4;2022-09-02 09:00:00;2020-11-29;VR05;Twente;732;127
4;2022-09-02 09:00:00;2020-11-30;VR05;Twente;1479;220
4;2022-09-02 09:00:00;2020-12-01;VR05;Twente;1561;210
4;2022-09-02 09:00:00;2020-12-02;VR05;Twente;1665;212
4;2022-09-02 09:00:00;2020-12-03;VR05;Twente;1755;231
4;2022-09-02 09:00:00;2020-12-04;VR05;Twente;1415;201
4;2022-09-02 09:00:00;2020-12-05;VR05;Twente;1086;167
4;2022-09-02 09:00:00;2020-12-06;VR05;Twente;1025;172
4;2022-09-02 09:00:00;2020-12-07;VR05;Twente;1748;266
4;2022-09-02 09:00:00;2020-12-08;VR05;Twente;1834;282
4;2022-09-02 09:00:00;2020-12-09;VR05;Twente;2059;303
4;2022-09-02 09:00:00;2020-12-10;VR05;Twente;2042;336
4;2022-09-02 09:00:00;2020-12-11;VR05;Twente;2133;353
4;2022-09-02 09:00:00;2020-12-12;VR05;Twente;1784;303
4;2022-09-02 09:00:00;2020-12-13;VR05;Twente;1531;259
4;2022-09-02 09:00:00;2020-12-14;VR05;Twente;2340;412
4;2022-09-02 09:00:00;2020-12-15;VR05;Twente;2160;346
4;2022-09-02 09:00:00;2020-12-16;VR05;Twente;2145;384
4;2022-09-02 09:00:00;2020-12-17;VR05;Twente;2144;375
4;2022-09-02 09:00:00;2020-12-18;VR05;Twente;2005;380
4;2022-09-02 09:00:00;2020-12-19;VR05;Twente;1802;351
4;2022-09-02 09:00:00;2020-12-20;VR05;Twente;1702;314
4;2022-09-02 09:00:00;2020-12-21;VR05;Twente;2436;484
4;2022-09-02 09:00:00;2020-12-22;VR05;Twente;2300;405
4;2022-09-02 09:00:00;2020-12-23;VR05;Twente;2277;460
4;2022-09-02 09:00:00;2020-12-24;VR05;Twente;1604;313
4;2022-09-02 09:00:00;2020-12-25;VR05;Twente;1033;236
4;2022-09-02 09:00:00;2020-12-26;VR05;Twente;1291;298
4;2022-09-02 09:00:00;2020-12-27;VR05;Twente;1407;284
4;2022-09-02 09:00:00;2020-12-28;VR05;Twente;2093;409
4;2022-09-02 09:00:00;2020-12-29;VR05;Twente;2065;378
4;2022-09-02 09:00:00;2020-12-30;VR05;Twente;2063;390
4;2022-09-02 09:00:00;2020-12-31;VR05;Twente;1259;293
4;2022-09-02 09:00:00;2021-01-01;VR05;Twente;1269;273
4;2022-09-02 09:00:00;2021-01-02;VR05;Twente;1579;265
4;2022-09-02 09:00:00;2021-01-03;VR05;Twente;1436;280
4;2022-09-02 09:00:00;2021-01-04;VR05;Twente;1915;369
4;2022-09-02 09:00:00;2021-01-05;VR05;Twente;2042;350
4;2022-09-02 09:00:00;2021-01-06;VR05;Twente;2053;343
4;2022-09-02 09:00:00;2021-01-07;VR05;Twente;1747;287
4;2022-09-02 09:00:00;2021-01-08;VR05;Twente;1725;281
4;2022-09-02 09:00:00;2021-01-09;VR05;Twente;1217;191
4;2022-09-02 09:00:00;2021-01-10;VR05;Twente;1009;183
4;2022-09-02 09:00:00;2021-01-11;VR05;Twente;1487;240
4;2022-09-02 09:00:00;2021-01-12;VR05;Twente;1456;206
4;2022-09-02 09:00:00;2021-01-13;VR05;Twente;1409;191
4;2022-09-02 09:00:00;2021-01-14;VR05;Twente;1380;200
4;2022-09-02 09:00:00;2021-01-15;VR05;Twente;1395;202
4;2022-09-02 09:00:00;2021-01-16;VR05;Twente;1107;160
4;2022-09-02 09:00:00;2021-01-17;VR05;Twente;893;128
4;2022-09-02 09:00:00;2021-01-18;VR05;Twente;1487;212
4;2022-09-02 09:00:00;2021-01-19;VR05;Twente;1323;176
4;2022-09-02 09:00:00;2021-01-20;VR05;Twente;1302;192
4;2022-09-02 09:00:00;2021-01-21;VR05;Twente;1316;190
4;2022-09-02 09:00:00;2021-01-22;VR05;Twente;1176;186
4;2022-09-02 09:00:00;2021-01-23;VR05;Twente;931;156
4;2022-09-02 09:00:00;2021-01-24;VR05;Twente;863;127
4;2022-09-02 09:00:00;2021-01-25;VR05;Twente;1186;162
4;2022-09-02 09:00:00;2021-01-26;VR05;Twente;1065;158
4;2022-09-02 09:00:00;2021-01-27;VR05;Twente;1077;134
4;2022-09-02 09:00:00;2021-01-28;VR05;Twente;996;124
4;2022-09-02 09:00:00;2021-01-29;VR05;Twente;875;124
4;2022-09-02 09:00:00;2021-01-30;VR05;Twente;718;108
4;2022-09-02 09:00:00;2021-01-31;VR05;Twente;561;76
4;2022-09-02 09:00:00;2021-02-01;VR05;Twente;959;128
4;2022-09-02 09:00:00;2021-02-02;VR05;Twente;912;105
4;2022-09-02 09:00:00;2021-02-03;VR05;Twente;999;132
4;2022-09-02 09:00:00;2021-02-04;VR05;Twente;904;118
4;2022-09-02 09:00:00;2021-02-05;VR05;Twente;777;102
4;2022-09-02 09:00:00;2021-02-06;VR05;Twente;798;112
4;2022-09-02 09:00:00;2021-02-07;VR05;Twente;0;0
4;2022-09-02 09:00:00;2021-02-08;VR05;Twente;709;102
4;2022-09-02 09:00:00;2021-02-09;VR05;Twente;711;91
4;2022-09-02 09:00:00;2021-02-10;VR05;Twente;803;111
4;2022-09-02 09:00:00;2021-02-11;VR05;Twente;753;86
4;2022-09-02 09:00:00;2021-02-12;VR05;Twente;760;99
4;2022-09-02 09:00:00;2021-02-13;VR05;Twente;601;77
4;2022-09-02 09:00:00;2021-02-14;VR05;Twente;561;70
4;2022-09-02 09:00:00;2021-02-15;VR05;Twente;471;52
4;2022-09-02 09:00:00;2021-02-16;VR05;Twente;1323;134
4;2022-09-02 09:00:00;2021-02-17;VR05;Twente;1149;127
4;2022-09-02 09:00:00;2021-02-18;VR05;Twente;1108;118
4;2022-09-02 09:00:00;2021-02-19;VR05;Twente;985;98
4;2022-09-02 09:00:00;2021-02-20;VR05;Twente;964;93
4;2022-09-02 09:00:00;2021-02-21;VR05;Twente;778;76
4;2022-09-02 09:00:00;2021-02-22;VR05;Twente;1374;128
4;2022-09-02 09:00:00;2021-02-23;VR05;Twente;1191;100
4;2022-09-02 09:00:00;2021-02-24;VR05;Twente;1331;114
4;2022-09-02 09:00:00;2021-02-25;VR05;Twente;1123;85
4;2022-09-02 09:00:00;2021-02-26;VR05;Twente;1047;86
4;2022-09-02 09:00:00;2021-02-27;VR05;Twente;1013;86
4;2022-09-02 09:00:00;2021-02-28;VR05;Twente;864;64
4;2022-09-02 09:00:00;2021-03-01;VR05;Twente;1418;75
4;2022-09-02 09:00:00;2021-03-02;VR05;Twente;1324;97
4;2022-09-02 09:00:00;2021-03-03;VR05;Twente;1196;92
4;2022-09-02 09:00:00;2021-03-04;VR05;Twente;1189;78
4;2022-09-02 09:00:00;2021-03-05;VR05;Twente;960;71
4;2022-09-02 09:00:00;2021-03-06;VR05;Twente;1076;87
4;2022-09-02 09:00:00;2021-03-07;VR05;Twente;1069;107
4;2022-09-02 09:00:00;2021-03-08;VR05;Twente;1622;98
4;2022-09-02 09:00:00;2021-03-09;VR05;Twente;1739;99
4;2022-09-02 09:00:00;2021-03-10;VR05;Twente;1811;103
4;2022-09-02 09:00:00;2021-03-11;VR05;Twente;1796;113
4;2022-09-02 09:00:00;2021-03-12;VR05;Twente;1564;121
4;2022-09-02 09:00:00;2021-03-13;VR05;Twente;1674;79
4;2022-09-02 09:00:00;2021-03-14;VR05;Twente;1609;90
4;2022-09-02 09:00:00;2021-03-15;VR05;Twente;2244;110
4;2022-09-02 09:00:00;2021-03-16;VR05;Twente;2360;119
4;2022-09-02 09:00:00;2021-03-17;VR05;Twente;2377;134
4;2022-09-02 09:00:00;2021-03-18;VR05;Twente;1961;114
4;2022-09-02 09:00:00;2021-03-19;VR05;Twente;1889;127
4;2022-09-02 09:00:00;2021-03-20;VR05;Twente;1695;114
4;2022-09-02 09:00:00;2021-03-21;VR05;Twente;1511;103
4;2022-09-02 09:00:00;2021-03-22;VR05;Twente;2508;148
4;2022-09-02 09:00:00;2021-03-23;VR05;Twente;2341;142
4;2022-09-02 09:00:00;2021-03-24;VR05;Twente;2336;149
4;2022-09-02 09:00:00;2021-03-25;VR05;Twente;2088;163
4;2022-09-02 09:00:00;2021-03-26;VR05;Twente;1795;149
4;2022-09-02 09:00:00;2021-03-27;VR05;Twente;1426;105
4;2022-09-02 09:00:00;2021-03-28;VR05;Twente;1367;111
4;2022-09-02 09:00:00;2021-03-29;VR05;Twente;2079;166
4;2022-09-02 09:00:00;2021-03-30;VR05;Twente;1864;153
4;2022-09-02 09:00:00;2021-03-31;VR05;Twente;1903;147
4;2022-09-02 09:00:00;2021-04-01;VR05;Twente;1724;142
4;2022-09-02 09:00:00;2021-04-02;VR05;Twente;1528;143
4;2022-09-02 09:00:00;2021-04-03;VR05;Twente;1322;129
4;2022-09-02 09:00:00;2021-04-04;VR05;Twente;1195;100
4;2022-09-02 09:00:00;2021-04-05;VR05;Twente;1551;115
4;2022-09-02 09:00:00;2021-04-06;VR05;Twente;2262;166
4;2022-09-02 09:00:00;2021-04-07;VR05;Twente;2077;184
4;2022-09-02 09:00:00;2021-04-08;VR05;Twente;1912;186
4;2022-09-02 09:00:00;2021-04-09;VR05;Twente;1656;177
4;2022-09-02 09:00:00;2021-04-10;VR05;Twente;1612;158
4;2022-09-02 09:00:00;2021-04-11;VR05;Twente;1496;168
4;2022-09-02 09:00:00;2021-04-12;VR05;Twente;2099;184
4;2022-09-02 09:00:00;2021-04-13;VR05;Twente;2083;176
4;2022-09-02 09:00:00;2021-04-14;VR05;Twente;2305;197
4;2022-09-02 09:00:00;2021-04-15;VR05;Twente;1969;205
4;2022-09-02 09:00:00;2021-04-16;VR05;Twente;1762;185
4;2022-09-02 09:00:00;2021-04-17;VR05;Twente;1590;141
4;2022-09-02 09:00:00;2021-04-18;VR05;Twente;1493;159
4;2022-09-02 09:00:00;2021-04-19;VR05;Twente;2318;225
4;2022-09-02 09:00:00;2021-04-20;VR05;Twente;2139;214
4;2022-09-02 09:00:00;2021-04-21;VR05;Twente;2031;214
4;2022-09-02 09:00:00;2021-04-22;VR05;Twente;1855;230
4;2022-09-02 09:00:00;2021-04-23;VR05;Twente;1534;192
4;2022-09-02 09:00:00;2021-04-24;VR05;Twente;1634;197
4;2022-09-02 09:00:00;2021-04-25;VR05;Twente;1528;167
4;2022-09-02 09:00:00;2021-04-26;VR05;Twente;1957;225
4;2022-09-02 09:00:00;2021-04-27;VR05;Twente;1509;216
4;2022-09-02 09:00:00;2021-04-28;VR05;Twente;1938;232
4;2022-09-02 09:00:00;2021-04-29;VR05;Twente;1871;222
4;2022-09-02 09:00:00;2021-04-30;VR05;Twente;1523;208
4;2022-09-02 09:00:00;2021-05-01;VR05;Twente;1272;179
4;2022-09-02 09:00:00;2021-05-02;VR05;Twente;1263;210
4;2022-09-02 09:00:00;2021-05-03;VR05;Twente;1833;243
4;2022-09-02 09:00:00;2021-05-04;VR05;Twente;1663;241
4;2022-09-02 09:00:00;2021-05-05;VR05;Twente;1658;223
4;2022-09-02 09:00:00;2021-05-06;VR05;Twente;1648;228
4;2022-09-02 09:00:00;2021-05-07;VR05;Twente;1544;214
4;2022-09-02 09:00:00;2021-05-08;VR05;Twente;1304;216
4;2022-09-02 09:00:00;2021-05-09;VR05;Twente;1114;193
4;2022-09-02 09:00:00;2021-05-10;VR05;Twente;1552;218
4;2022-09-02 09:00:00;2021-05-11;VR05;Twente;1522;245
4;2022-09-02 09:00:00;2021-05-12;VR05;Twente;1428;213
4;2022-09-02 09:00:00;2021-05-13;VR05;Twente;1057;178
4;2022-09-02 09:00:00;2021-05-14;VR05;Twente;1280;170
4;2022-09-02 09:00:00;2021-05-15;VR05;Twente;1106;171
4;2022-09-02 09:00:00;2021-05-16;VR05;Twente;1085;172
4;2022-09-02 09:00:00;2021-05-17;VR05;Twente;1575;232
4;2022-09-02 09:00:00;2021-05-18;VR05;Twente;1332;200
4;2022-09-02 09:00:00;2021-05-19;VR05;Twente;1227;162
4;2022-09-02 09:00:00;2021-05-20;VR05;Twente;1180;147
4;2022-09-02 09:00:00;2021-05-21;VR05;Twente;1219;144
4;2022-09-02 09:00:00;2021-05-22;VR05;Twente;1049;112
4;2022-09-02 09:00:00;2021-05-23;VR05;Twente;853;95
4;2022-09-02 09:00:00;2021-05-24;VR05;Twente;996;101
4;2022-09-02 09:00:00;2021-05-25;VR05;Twente;1317;124
4;2022-09-02 09:00:00;2021-05-26;VR05;Twente;1271;108
4;2022-09-02 09:00:00;2021-05-27;VR05;Twente;1129;129
4;2022-09-02 09:00:00;2021-05-28;VR05;Twente;1008;111
4;2022-09-02 09:00:00;2021-05-29;VR05;Twente;735;73
4;2022-09-02 09:00:00;2021-05-30;VR05;Twente;795;73
4;2022-09-02 09:00:00;2021-05-31;VR05;Twente;1315;106
4;2022-09-02 09:00:00;2021-06-01;VR05;Twente;1071;70
4;2022-09-02 09:00:00;2021-06-02;VR05;Twente;1016;81
4;2022-09-02 09:00:00;2021-06-03;VR05;Twente;918;95
4;2022-09-02 09:00:00;2021-06-04;VR05;Twente;767;67
4;2022-09-02 09:00:00;2021-06-05;VR05;Twente;657;53
4;2022-09-02 09:00:00;2021-06-06;VR05;Twente;656;38
4;2022-09-02 09:00:00;2021-06-07;VR05;Twente;1068;56
4;2022-09-02 09:00:00;2021-06-08;VR05;Twente;873;46
4;2022-09-02 09:00:00;2021-06-09;VR05;Twente;839;59
4;2022-09-02 09:00:00;2021-06-10;VR05;Twente;628;36
4;2022-09-02 09:00:00;2021-06-11;VR05;Twente;573;44
4;2022-09-02 09:00:00;2021-06-12;VR05;Twente;498;37
4;2022-09-02 09:00:00;2021-06-13;VR05;Twente;492;25
4;2022-09-02 09:00:00;2021-06-14;VR05;Twente;793;45
4;2022-09-02 09:00:00;2021-06-15;VR05;Twente;726;40
4;2022-09-02 09:00:00;2021-06-16;VR05;Twente;634;34
4;2022-09-02 09:00:00;2021-06-17;VR05;Twente;511;24
4;2022-09-02 09:00:00;2021-06-18;VR05;Twente;471;22
4;2022-09-02 09:00:00;2021-06-19;VR05;Twente;377;11
4;2022-09-02 09:00:00;2021-06-20;VR05;Twente;361;11
4;2022-09-02 09:00:00;2021-06-21;VR05;Twente;592;18
4;2022-09-02 09:00:00;2021-06-22;VR05;Twente;571;16
4;2022-09-02 09:00:00;2021-06-23;VR05;Twente;536;18
4;2022-09-02 09:00:00;2021-06-24;VR05;Twente;449;14
4;2022-09-02 09:00:00;2021-06-25;VR05;Twente;410;16
4;2022-09-02 09:00:00;2021-06-26;VR05;Twente;337;9
4;2022-09-02 09:00:00;2021-06-27;VR05;Twente;321;19
4;2022-09-02 09:00:00;2021-06-28;VR05;Twente;515;13
4;2022-09-02 09:00:00;2021-06-29;VR05;Twente;505;20
4;2022-09-02 09:00:00;2021-06-30;VR05;Twente;482;57
4;2022-09-02 09:00:00;2021-07-01;VR05;Twente;705;97
4;2022-09-02 09:00:00;2021-07-02;VR05;Twente;764;60
4;2022-09-02 09:00:00;2021-07-03;VR05;Twente;500;48
4;2022-09-02 09:00:00;2021-07-04;VR05;Twente;587;45
4;2022-09-02 09:00:00;2021-07-05;VR05;Twente;1014;88
4;2022-09-02 09:00:00;2021-07-06;VR05;Twente;1218;158
4;2022-09-02 09:00:00;2021-07-07;VR05;Twente;1522;234
4;2022-09-02 09:00:00;2021-07-08;VR05;Twente;1840;337
4;2022-09-02 09:00:00;2021-07-09;VR05;Twente;1772;341
4;2022-09-02 09:00:00;2021-07-10;VR05;Twente;1498;243
4;2022-09-02 09:00:00;2021-07-11;VR05;Twente;1536;215
4;2022-09-02 09:00:00;2021-07-12;VR05;Twente;1677;214
4;2022-09-02 09:00:00;2021-07-13;VR05;Twente;1988;307
4;2022-09-02 09:00:00;2021-07-14;VR05;Twente;1990;335
4;2022-09-02 09:00:00;2021-07-15;VR05;Twente;1875;308
4;2022-09-02 09:00:00;2021-07-16;VR05;Twente;1490;254
4;2022-09-02 09:00:00;2021-07-17;VR05;Twente;1113;198
4;2022-09-02 09:00:00;2021-07-18;VR05;Twente;1066;227
4;2022-09-02 09:00:00;2021-07-19;VR05;Twente;1247;223
4;2022-09-02 09:00:00;2021-07-20;VR05;Twente;1131;185
4;2022-09-02 09:00:00;2021-07-21;VR05;Twente;1017;140
4;2022-09-02 09:00:00;2021-07-22;VR05;Twente;945;132
4;2022-09-02 09:00:00;2021-07-23;VR05;Twente;790;159
4;2022-09-02 09:00:00;2021-07-24;VR05;Twente;698;102
4;2022-09-02 09:00:00;2021-07-25;VR05;Twente;623;123
4;2022-09-02 09:00:00;2021-07-26;VR05;Twente;983;138
4;2022-09-02 09:00:00;2021-07-27;VR05;Twente;852;143
4;2022-09-02 09:00:00;2021-07-28;VR05;Twente;821;92
4;2022-09-02 09:00:00;2021-07-29;VR05;Twente;714;101
4;2022-09-02 09:00:00;2021-07-30;VR05;Twente;662;97
4;2022-09-02 09:00:00;2021-07-31;VR05;Twente;507;84
4;2022-09-02 09:00:00;2021-08-01;VR05;Twente;471;83
4;2022-09-02 09:00:00;2021-08-02;VR05;Twente;717;97
4;2022-09-02 09:00:00;2021-08-03;VR05;Twente;627;81
4;2022-09-02 09:00:00;2021-08-04;VR05;Twente;636;101
4;2022-09-02 09:00:00;2021-08-05;VR05;Twente;624;107
4;2022-09-02 09:00:00;2021-08-06;VR05;Twente;531;89
4;2022-09-02 09:00:00;2021-08-07;VR05;Twente;400;68
4;2022-09-02 09:00:00;2021-08-08;VR05;Twente;420;66
4;2022-09-02 09:00:00;2021-08-09;VR05;Twente;603;101
4;2022-09-02 09:00:00;2021-08-10;VR05;Twente;519;92
4;2022-09-02 09:00:00;2021-08-11;VR05;Twente;579;104
4;2022-09-02 09:00:00;2021-08-12;VR05;Twente;456;67
4;2022-09-02 09:00:00;2021-08-13;VR05;Twente;545;97
4;2022-09-02 09:00:00;2021-08-14;VR05;Twente;421;77
4;2022-09-02 09:00:00;2021-08-15;VR05;Twente;369;83
4;2022-09-02 09:00:00;2021-08-16;VR05;Twente;620;93
4;2022-09-02 09:00:00;2021-08-17;VR05;Twente;550;72
4;2022-09-02 09:00:00;2021-08-18;VR05;Twente;586;92
4;2022-09-02 09:00:00;2021-08-19;VR05;Twente;517;82
4;2022-09-02 09:00:00;2021-08-20;VR05;Twente;575;81
4;2022-09-02 09:00:00;2021-08-21;VR05;Twente;521;92
4;2022-09-02 09:00:00;2021-08-22;VR05;Twente;450;93
4;2022-09-02 09:00:00;2021-08-23;VR05;Twente;711;125
4;2022-09-02 09:00:00;2021-08-24;VR05;Twente;685;124
4;2022-09-02 09:00:00;2021-08-25;VR05;Twente;734;129
4;2022-09-02 09:00:00;2021-08-26;VR05;Twente;790;97
4;2022-09-02 09:00:00;2021-08-27;VR05;Twente;647;107
4;2022-09-02 09:00:00;2021-08-28;VR05;Twente;519;59
4;2022-09-02 09:00:00;2021-08-29;VR05;Twente;572;67
4;2022-09-02 09:00:00;2021-08-30;VR05;Twente;964;140
4;2022-09-02 09:00:00;2021-08-31;VR05;Twente;996;125
4;2022-09-02 09:00:00;2021-09-01;VR05;Twente;1054;107
4;2022-09-02 09:00:00;2021-09-02;VR05;Twente;994;98
4;2022-09-02 09:00:00;2021-09-03;VR05;Twente;796;94
4;2022-09-02 09:00:00;2021-09-04;VR05;Twente;870;64
4;2022-09-02 09:00:00;2021-09-05;VR05;Twente;911;92
4;2022-09-02 09:00:00;2021-09-06;VR05;Twente;1368;96
4;2022-09-02 09:00:00;2021-09-07;VR05;Twente;1170;80
4;2022-09-02 09:00:00;2021-09-08;VR05;Twente;1194;85
4;2022-09-02 09:00:00;2021-09-09;VR05;Twente;986;87
4;2022-09-02 09:00:00;2021-09-10;VR05;Twente;879;75
4;2022-09-02 09:00:00;2021-09-11;VR05;Twente;688;69
4;2022-09-02 09:00:00;2021-09-12;VR05;Twente;760;47
4;2022-09-02 09:00:00;2021-09-13;VR05;Twente;1207;90
4;2022-09-02 09:00:00;2021-09-14;VR05;Twente;854;52
4;2022-09-02 09:00:00;2021-09-15;VR05;Twente;944;65
4;2022-09-02 09:00:00;2021-09-16;VR05;Twente;769;56
4;2022-09-02 09:00:00;2021-09-17;VR05;Twente;628;70
4;2022-09-02 09:00:00;2021-09-18;VR05;Twente;446;42
4;2022-09-02 09:00:00;2021-09-19;VR05;Twente;410;29
4;2022-09-02 09:00:00;2021-09-20;VR05;Twente;962;56
4;2022-09-02 09:00:00;2021-09-21;VR05;Twente;757;52
4;2022-09-02 09:00:00;2021-09-22;VR05;Twente;732;50
4;2022-09-02 09:00:00;2021-09-23;VR05;Twente;688;62
4;2022-09-02 09:00:00;2021-09-24;VR05;Twente;574;54
4;2022-09-02 09:00:00;2021-09-25;VR05;Twente;452;55
4;2022-09-02 09:00:00;2021-09-26;VR05;Twente;391;41
4;2022-09-02 09:00:00;2021-09-27;VR05;Twente;818;58
4;2022-09-02 09:00:00;2021-09-28;VR05;Twente;714;59
4;2022-09-02 09:00:00;2021-09-29;VR05;Twente;648;55
4;2022-09-02 09:00:00;2021-09-30;VR05;Twente;650;49
4;2022-09-02 09:00:00;2021-10-01;VR05;Twente;573;35
4;2022-09-02 09:00:00;2021-10-02;VR05;Twente;452;51
4;2022-09-02 09:00:00;2021-10-03;VR05;Twente;512;57
4;2022-09-02 09:00:00;2020-06-01;VR06;Noord- en Oost-Gelderland;70;5
4;2022-09-02 09:00:00;2020-06-02;VR06;Noord- en Oost-Gelderland;220;9
4;2022-09-02 09:00:00;2020-06-03;VR06;Noord- en Oost-Gelderland;375;14
4;2022-09-02 09:00:00;2020-06-04;VR06;Noord- en Oost-Gelderland;401;13
4;2022-09-02 09:00:00;2020-06-05;VR06;Noord- en Oost-Gelderland;382;6
4;2022-09-02 09:00:00;2020-06-06;VR06;Noord- en Oost-Gelderland;413;9
4;2022-09-02 09:00:00;2020-06-07;VR06;Noord- en Oost-Gelderland;110;3
4;2022-09-02 09:00:00;2020-06-08;VR06;Noord- en Oost-Gelderland;324;4
4;2022-09-02 09:00:00;2020-06-09;VR06;Noord- en Oost-Gelderland;365;3
4;2022-09-02 09:00:00;2020-06-10;VR06;Noord- en Oost-Gelderland;368;8
4;2022-09-02 09:00:00;2020-06-11;VR06;Noord- en Oost-Gelderland;327;6
4;2022-09-02 09:00:00;2020-06-12;VR06;Noord- en Oost-Gelderland;312;7
4;2022-09-02 09:00:00;2020-06-13;VR06;Noord- en Oost-Gelderland;266;9
4;2022-09-02 09:00:00;2020-06-14;VR06;Noord- en Oost-Gelderland;78;0
4;2022-09-02 09:00:00;2020-06-15;VR06;Noord- en Oost-Gelderland;336;6
4;2022-09-02 09:00:00;2020-06-16;VR06;Noord- en Oost-Gelderland;391;3
4;2022-09-02 09:00:00;2020-06-17;VR06;Noord- en Oost-Gelderland;381;6
4;2022-09-02 09:00:00;2020-06-18;VR06;Noord- en Oost-Gelderland;364;7
4;2022-09-02 09:00:00;2020-06-19;VR06;Noord- en Oost-Gelderland;351;5
4;2022-09-02 09:00:00;2020-06-20;VR06;Noord- en Oost-Gelderland;261;7
4;2022-09-02 09:00:00;2020-06-21;VR06;Noord- en Oost-Gelderland;120;4
4;2022-09-02 09:00:00;2020-06-22;VR06;Noord- en Oost-Gelderland;401;3
4;2022-09-02 09:00:00;2020-06-23;VR06;Noord- en Oost-Gelderland;441;5
4;2022-09-02 09:00:00;2020-06-24;VR06;Noord- en Oost-Gelderland;401;1
4;2022-09-02 09:00:00;2020-06-25;VR06;Noord- en Oost-Gelderland;401;6
4;2022-09-02 09:00:00;2020-06-26;VR06;Noord- en Oost-Gelderland;390;3
4;2022-09-02 09:00:00;2020-06-27;VR06;Noord- en Oost-Gelderland;307;3
4;2022-09-02 09:00:00;2020-06-28;VR06;Noord- en Oost-Gelderland;123;0
4;2022-09-02 09:00:00;2020-06-29;VR06;Noord- en Oost-Gelderland;450;4
4;2022-09-02 09:00:00;2020-06-30;VR06;Noord- en Oost-Gelderland;541;1
4;2022-09-02 09:00:00;2020-07-01;VR06;Noord- en Oost-Gelderland;553;1
4;2022-09-02 09:00:00;2020-07-02;VR06;Noord- en Oost-Gelderland;486;0
4;2022-09-02 09:00:00;2020-07-03;VR06;Noord- en Oost-Gelderland;492;2
4;2022-09-02 09:00:00;2020-07-04;VR06;Noord- en Oost-Gelderland;355;1
4;2022-09-02 09:00:00;2020-07-05;VR06;Noord- en Oost-Gelderland;151;0
4;2022-09-02 09:00:00;2020-07-06;VR06;Noord- en Oost-Gelderland;497;0
4;2022-09-02 09:00:00;2020-07-07;VR06;Noord- en Oost-Gelderland;527;0
4;2022-09-02 09:00:00;2020-07-08;VR06;Noord- en Oost-Gelderland;547;0
4;2022-09-02 09:00:00;2020-07-09;VR06;Noord- en Oost-Gelderland;529;0
4;2022-09-02 09:00:00;2020-07-10;VR06;Noord- en Oost-Gelderland;522;0
4;2022-09-02 09:00:00;2020-07-11;VR06;Noord- en Oost-Gelderland;450;0
4;2022-09-02 09:00:00;2020-07-12;VR06;Noord- en Oost-Gelderland;157;0
4;2022-09-02 09:00:00;2020-07-13;VR06;Noord- en Oost-Gelderland;501;0
4;2022-09-02 09:00:00;2020-07-14;VR06;Noord- en Oost-Gelderland;684;0
4;2022-09-02 09:00:00;2020-07-15;VR06;Noord- en Oost-Gelderland;541;0
4;2022-09-02 09:00:00;2020-07-16;VR06;Noord- en Oost-Gelderland;653;2
4;2022-09-02 09:00:00;2020-07-17;VR06;Noord- en Oost-Gelderland;626;0
4;2022-09-02 09:00:00;2020-07-18;VR06;Noord- en Oost-Gelderland;540;3
4;2022-09-02 09:00:00;2020-07-19;VR06;Noord- en Oost-Gelderland;229;0
4;2022-09-02 09:00:00;2020-07-20;VR06;Noord- en Oost-Gelderland;668;0
4;2022-09-02 09:00:00;2020-07-21;VR06;Noord- en Oost-Gelderland;753;1
4;2022-09-02 09:00:00;2020-07-22;VR06;Noord- en Oost-Gelderland;766;6
4;2022-09-02 09:00:00;2020-07-23;VR06;Noord- en Oost-Gelderland;720;0
